ID,Prediction
1,315765.17982084583
2,-930444.6266704879
3,1622143.3755894313
4,-63455.80024516629
5,453794.34008829575
6,134902.45248671342
7,-743451.0959468863
8,-172203.39357543713
9,1561614.3736740127
10,-303481.0614504566
11,1100365.2319815643
12,866781.7335464796
13,102185.80398841156
14,83506.99384451238
15,501245.9049768569
16,654120.8204680255
17,-2629492.4311400796
18,-291285.929978032
19,-36823.0254022656
20,-903335.4708716939
21,1442349.1378858685
22,-80167.85074814223
23,520022.877378711
24,29895.5983720012
25,402804.3374647801
26,4050612.1226902665
27,692320.8962022504
28,4898321.530404659
29,-2173119.6923359437
30,-248064.12066871417
31,-815120.9343477099
32,-164565.96085265488
33,-1311946.44129843
34,-789728.5760104405
35,221242.21659015398
36,349337.31930118054
37,-666831.8957631345
38,-589405.8216218888
39,-628978.6648496039
40,118278.75542746345
41,587295.8571855281
42,335278.2244788059
43,588886.6332231676
44,323745.4113716278
45,-1895247.1605491587
46,-752024.6735204363
47,-1805467.2340096922
48,147784.5160749359
49,-895909.5408949803
50,793006.4269066975
51,-855533.3369878584
52,-215362.8244658385
53,61815.21895497199
54,-512951.1583060748
55,-297354.50223896827
56,200926.61585420277
57,407406.6904819119
58,1084129.1667416762
59,-738134.4471696118
60,173103.7449352285
61,-1649726.1648717297
62,650507.6014486933
63,-972351.6731290226
64,1229084.335445704
65,-399699.9644984293
66,-1259579.9065647956
67,-796616.5751389274
68,-1365257.4826876312
69,-795317.7228316306
70,-1137313.4813348225
71,-114760.33456638851
72,-601471.5907010396
73,-1422743.3529421575
74,636404.1552216159
75,-226760.1142935399
76,-2312408.6163901454
77,5167424.7195871435
78,-976943.7278009099
79,-751904.8276069143
80,-3227042.863933336
81,798296.5740745994
82,483125.5917501198
83,5138599.836399896
84,-1143134.8876651733
85,22080.87050016178
86,25962.20802059304
87,-9231038.144437382
88,-752024.6735204363
89,525062.381133147
90,-210674.40211802535
91,-2814430.676482618
92,-37768.145913353655
93,-200116.10910274275
94,166839.37734118663
95,-950833.5999005819
96,213604.7838673722
97,-171796.95361291664
98,-1456144.1033792994
99,1048724.3833442377
100,23389.798669511918
101,-129771.42243978521
102,-589405.8216218888
103,-1847104.736475552
104,1144133.8353940109
105,139507.19505540142
106,275219.35216342704
107,1327292.139410735
108,753940.7278798888
109,-582895.3910003807
110,398217.85916886525
111,-177569.3275547875
112,-125366.05714508076
113,-2132918.341554599
114,-2059681.009659004
115,-887285.1957800868
116,-1499929.963705274
117,-2163299.290769804
118,634324.8559481371
119,4079786.6031984123
120,556105.6880997084
121,91093.74316177284
122,-176729.00089290063
123,-289058.21786746045
124,858439.0409556059
125,625625.0267011537
126,1572386.5850969837
127,1221741.213942919
128,467868.89489264134
129,57561.02978126705
130,582423.2158690379
131,-1225211.4019515035
132,-557141.4404902204
133,-1218156.4041987082
134,659189.2442082847
135,-6346324.466862759
136,252544.94917147467
137,-2412055.46559227
138,-3464813.263575534
139,650438.3515717862
140,-396455.5863744359
141,-4268821.93813767
142,510334.76600279845
